date,site,Hs,Td,dir,Ta,temp
12/7/14,San Francisco,1.57,13.33,275,8.53,15.1
12/8/14,San Francisco,1.03,11.11,262,6.41,15.1
12/9/14,San Francisco,2.45,16.67,269,11.09,15.2
12/10/14,San Francisco,2.74,13.33,280,11.45,15.2
12/11/14,San Francisco,3.6,15.38,275,7.71,15.4
12/12/14,San Francisco,3.44,14.29,270,10.25,15.4
12/13/14,San Francisco,2.64,14.29,269,9.51,15.1
12/14/14,San Francisco,2.54,14.29,265,10.32,15
12/15/14,San Francisco,2.48,20,266,8.63,15
12/16/14,San Francisco,2.92,16.67,266,9.99,15
12/17/14,San Francisco,2.31,13.33,270,8.31,14.8
12/18/14,San Francisco,2.2,14.29,268,7.37,15
12/19/14,San Francisco,1.84,14.29,256,6.95,15.1
12/20/14,San Francisco,3.48,18.18,270,12.79,14.6
12/21/14,San Francisco,3.08,15.38,273,10.15,15
12/22/14,San Francisco,2.67,13.33,277,9.32,14.9
12/23/14,San Francisco,2.07,14.29,269,9.3,14.7
12/24/14,San Francisco,2.12,18.18,272,10.71,14.9
12/25/14,San Francisco,2.6,15.38,268,7.74,15.1
12/26/14,San Francisco,1.77,14.29,275,7.01,14.3
12/27/14,San Francisco,1.1,11.11,273,8.17,13.8
12/28/14,San Francisco,1.56,14.29,277,11,13.6
12/29/14,San Francisco,1.5,13.33,275,6.48,14
12/30/14,San Francisco,1.37,14.29,265,5.7,14.1
12/31/14,San Francisco,1.1,13.33,287,3.89,13.7
1/1/15,San Francisco,0.69,12.5,270,7.09,13
1/2/15,San Francisco,0.85,13.33,270,7.6,13.4
1/3/15,San Francisco,0.73,11.76,275,8.25,13
1/4/15,San Francisco,0.67,11.76,279,7.57,12.9
1/5/15,San Francisco,0.92,16.67,268,7.61,12.8
1/6/15,San Francisco,0.89,14.29,268,7.09,12.7
1/7/15,San Francisco,1.09,18.18,255,7.54,12.8
1/8/15,San Francisco,1.13,15.38,239,9.44,12.6
1/9/15,San Francisco,1.62,14.29,249,11.57,12.8
1/10/15,San Francisco,1.67,14.29,270,10.56,12.9
1/11/15,San Francisco,1.4,14.29,259,9.45,12.5
1/12/15,San Francisco,1.3,15.38,269,6.81,12.5
1/13/15,San Francisco,1.13,12.5,273,7.02,12.5
1/14/15,San Francisco,0.94,12.5,265,8.49,12.7
1/15/15,San Francisco,1.69,14.29,265,11.84,12.8
1/16/15,San Francisco,1.84,13.33,272,10.52,12.6
1/17/15,San Francisco,1.99,12.5,268,9.55,13
1/18/15,San Francisco,1.65,13.33,270,9.8,13
1/19/15,San Francisco,1.94,11.76,275,8.93,13
1/20/15,San Francisco,2.22,14.29,273,10.01,12.9
1/21/15,San Francisco,1.91,12.5,277,8.84,12.9
1/22/15,San Francisco,1.07,11.76,268,8.9,12.9
1/23/15,San Francisco,1.34,14.29,263,10.94,12.9
1/24/15,San Francisco,2.19,16.67,273,13.29,13
1/25/15,San Francisco,1.95,16.67,272,10.25,13.1
1/26/15,San Francisco,1.55,12.5,273,9.83,13
1/27/15,San Francisco,1.61,14.29,268,11.5,13
1/28/15,San Francisco,1.39,12.5,262,10.41,13
1/29/15,San Francisco,1.56,11.76,263,8.62,13.2
1/30/15,San Francisco,1.55,16.67,269,7.13,13.5
1/31/15,San Francisco,1.64,14.29,269,8.64,13.3
2/1/15,San Francisco,1.21,13.33,263,7.8,13.5
2/2/15,San Francisco,0.92,12.5,268,8.4,13.3
2/3/15,San Francisco,1.98,13.33,275,11.14,13.5
2/4/15,San Francisco,1.74,11.76,272,10.18,13.6
2/5/15,San Francisco,1.41,11.76,266,5.23,13.6
2/6/15,San Francisco,3.26,10.53,255,7.51,13.7
2/7/15,San Francisco,3.63,11.11,251,7.62,13.9
2/8/15,San Francisco,3.12,13.33,256,9.66,13.9
2/9/15,San Francisco,3.73,14.29,258,8.23,14
2/10/15,San Francisco,3.11,12.5,258,9.58,13.9
2/11/15,San Francisco,1.63,13.33,261,8.51,13.8
2/12/15,San Francisco,1.47,12.5,275,9.44,13.9
2/13/15,San Francisco,2.21,14.29,275,11.24,14
2/14/15,San Francisco,1.94,14.29,269,9.22,14.1
2/15/15,San Francisco,1.52,12.5,270,9.27,14.2
2/16/15,San Francisco,1.05,13.33,256,9.18,14.4
2/17/15,San Francisco,0.68,12.5,246,9.24,14.5
2/18/15,San Francisco,0.97,16.67,259,11.26,14.3
2/19/15,San Francisco,1.48,11.11,266,7.7,14.3
2/20/15,San Francisco,1.12,9.88,268,7.97,14.2
2/21/15,San Francisco,0.92,10.53,272,7.17,14.4
2/22/15,San Francisco,0.98,10.53,272,7,14.4
2/23/15,San Francisco,1.03,14.29,259,6.78,14.3
2/24/15,San Francisco,1.22,14.29,265,9.2,14.1
2/25/15,San Francisco,1.19,12.5,258,7.51,14.2
2/26/15,San Francisco,1.58,10.53,273,6.52,14.2
2/27/15,San Francisco,2.13,5.56,291,5.34,14
2/28/15,San Francisco,1.87,7.69,283,5.84,13.4
3/1/15,San Francisco,1.49,11.76,276,8.13,14
3/2/15,San Francisco,1.08,9.88,282,6.77,13.8
3/3/15,San Francisco,1.44,9.88,284,7.23,13.8
3/4/15,San Francisco,1.09,18.18,241,7.8,13.6
3/5/15,San Francisco,1.09,15.38,230,9.87,14
3/6/15,San Francisco,1.19,15.38,228,11.72,13.6
3/7/15,San Francisco,1.12,14.29,269,6.2,14
3/8/15,San Francisco,1.07,14.29,253,5.53,14
3/9/15,San Francisco,1.09,15.38,259,4.85,13.9
3/10/15,San Francisco,0.95,14.29,268,6.72,14
3/11/15,San Francisco,0.7,12.5,253,7.38,14
3/12/15,San Francisco,1.17,8.33,266,6.78,14
3/13/15,San Francisco,1.43,9.88,276,7.1,14
3/14/15,San Francisco,1.26,15.38,230,8.83,14.1
3/15/15,San Francisco,1.46,14.29,242,10.52,14.8
3/16/15,San Francisco,1.12,13.33,245,7.65,14.2
3/17/15,San Francisco,1.09,10.53,280,5.72,13.8
3/18/15,San Francisco,1.29,13.33,245,5.24,12.5
3/19/15,San Francisco,1.84,12.5,269,7.93,13.1
3/20/15,San Francisco,1.32,11.76,262,6.91,13.1
3/21/15,San Francisco,1.04,13.33,269,8.69,13.2
3/22/15,San Francisco,1.41,10.53,273,9.33,13.5
3/23/15,San Francisco,1.46,9.88,268,7.48,13.4
3/24/15,San Francisco,1.93,12.5,273,9.2,13.5
3/25/15,San Francisco,2.12,11.11,279,7.79,13.4
3/26/15,San Francisco,1.48,11.11,275,6.84,13.7
3/27/15,San Francisco,1.49,11.76,276,8.56,13.8
3/28/15,San Francisco,1.84,12.5,269,7.05,13.5
3/29/15,San Francisco,2.33,11.11,275,7.82,12.6
3/30/15,San Francisco,2.63,16.67,227,9.93,13.1
3/31/15,San Francisco,2.18,15.38,234,8.3,11.9
4/1/15,San Francisco,2.52,15.38,252,7.25,10.4
4/2/15,San Francisco,2.51,9.88,283,7.7,10
4/3/15,San Francisco,1.91,9.09,287,7.16,10.6
4/4/15,San Francisco,1.64,10.53,286,5.5,10.2
4/5/15,San Francisco,1.79,13.33,280,9.13,11.5
4/6/15,San Francisco,1.35,11.76,277,7.77,11.4
4/7/15,San Francisco,2.15,5.56,196,5.52,11.1
4/8/15,San Francisco,1.64,10.53,273,7.03,12.1
4/9/15,San Francisco,1.01,14.29,256,7.35,12.1
4/10/15,San Francisco,0.72,13.33,227,6.4,12.3
4/11/15,San Francisco,1.22,14.29,275,8.51,12.6
4/12/15,San Francisco,1.63,12.5,276,5.97,12.1
4/13/15,San Francisco,1.52,12.5,277,8.08,12.5
4/14/15,San Francisco,1.89,12.5,277,5.9,11.9
4/15/15,San Francisco,1.91,10.53,280,6.8,9.8
4/16/15,San Francisco,1.91,11.76,282,8.36,11.4
4/17/15,San Francisco,2.32,18.18,275,11.99,11.7
4/18/15,San Francisco,2.27,15.38,273,10.52,12
4/19/15,San Francisco,1.57,13.33,262,8.35,11.8
4/20/15,San Francisco,1.27,15.38,230,8.88,11.6
4/21/15,San Francisco,1.35,12.5,275,10.28,12
4/22/15,San Francisco,2.53,10.53,284,8.77,12
4/23/15,San Francisco,2.41,12.5,277,8.18,12.5
4/24/15,San Francisco,2.52,11.11,280,5.87,11.6
4/25/15,San Francisco,1.72,14.29,268,6.14,12.1
4/26/15,San Francisco,1.87,12.5,266,5.8,10.7
4/27/15,San Francisco,1.48,14.29,239,5.62,11.8
4/28/15,San Francisco,1.61,6.67,284,5.46,10.9
4/29/15,San Francisco,1.98,7.69,286,6.01,10.1
4/30/15,San Francisco,2.48,11.11,277,8.34,10.4
5/1/15,San Francisco,1.97,10.53,280,8.37,12.1
5/2/15,San Francisco,1.22,9.88,286,7.01,11.5
5/3/15,San Francisco,1.28,10.53,280,7.83,11.9
5/4/15,San Francisco,1.41,22.22,244,9.34,12.2
5/5/15,San Francisco,2.08,15.38,241,7.7,12.1
5/6/15,San Francisco,2.69,16.67,223,7.53,11.1
5/7/15,San Francisco,2.6,10.53,282,6.96,10.1
5/8/15,San Francisco,1.71,10.53,286,7.3,11.4
5/9/15,San Francisco,1.08,18.18,251,7.47,11.9
5/10/15,San Francisco,1.24,13.33,252,5.47,12
5/11/15,San Francisco,1.72,7.69,290,5.4,12.2
5/12/15,San Francisco,2.32,7.14,289,6.06,10.4
5/13/15,San Francisco,1.32,15.38,249,5.53,11
5/14/15,San Francisco,0.86,16.67,249,7.52,10.8
5/15/15,San Francisco,1.5,11.76,279,9.42,10.8
5/16/15,San Francisco,1.57,16.67,239,6.19,11.9
5/17/15,San Francisco,1.16,15.38,231,6.2,12.5
5/18/15,San Francisco,1.29,14.29,256,7.98,12.1
5/19/15,San Francisco,1.3,12.5,279,6.87,11.8
5/20/15,San Francisco,1.25,11.76,263,5.62,12.1
5/21/15,San Francisco,0.95,14.29,256,7.34,12.8
5/22/15,San Francisco,1,12.5,275,8.35,12.5
5/23/15,San Francisco,1.26,11.11,275,5.69,12.6
5/24/15,San Francisco,1.43,8.33,287,6.14,12.6
5/25/15,San Francisco,1.16,11.11,273,6.73,13.1
5/26/15,San Francisco,1.26,16.67,227,8.53,13.3
5/27/15,San Francisco,1.22,16.67,245,9.05,13
5/28/15,San Francisco,1.53,18.18,253,7.09,12.6
5/29/15,San Francisco,1.37,13.33,259,6.78,11.9
5/30/15,San Francisco,1.24,15.38,245,7.51,11.5
5/31/15,San Francisco,0.91,13.33,239,8.32,11.8
6/1/15,San Francisco,0.77,15.38,239,9.19,12
6/2/15,San Francisco,0.93,13.33,218,9.52,12.5
6/3/15,San Francisco,1.57,20,244,5.7,12.1
6/4/15,San Francisco,1.93,18.18,242,6.63,11.2
6/5/15,San Francisco,1.82,9.88,283,7.72,12
6/6/15,San Francisco,1.09,9.88,273,6.2,13.1
6/7/15,San Francisco,1.21,10.53,277,8.36,14
6/8/15,San Francisco,1.21,15.38,239,9.01,14.1
6/9/15,San Francisco,1.32,16.67,230,8.14,14.1
6/10/15,San Francisco,1.26,15.38,224,10.01,14.2
6/11/15,San Francisco,1.13,14.29,221,7.77,14.1
6/12/15,San Francisco,1.05,13.33,231,7.51,14.2
6/13/15,San Francisco,1.37,13.33,272,7.98,14.1
6/14/15,San Francisco,1.53,11.76,273,7.49,13.9
6/15/15,San Francisco,1.39,10.53,283,5.91,14.6
6/16/15,San Francisco,1.51,5.88,289,5.61,14
6/17/15,San Francisco,1.31,6.67,287,5.33,13.7
6/18/15,San Francisco,1.13,6.67,296,5.09,13.7
6/19/15,San Francisco,1.39,6.67,293,4.41,13.6
6/20/15,San Francisco,1.09,6.25,291,4.57,12.9
6/21/15,San Francisco,0.84,14.29,237,5.95,13.7
6/22/15,San Francisco,0.96,14.29,227,4.21,13.8
6/23/15,San Francisco,1.23,16.67,249,5.95,13.6
6/24/15,San Francisco,1.42,15.38,245,4.93,14.2
6/25/15,San Francisco,1.4,15.38,239,6.1,14.5
6/26/15,San Francisco,1.34,8.33,280,6.73,14.4
6/27/15,San Francisco,1.15,9.09,276,6.73,14.2
6/28/15,San Francisco,1.03,16.67,261,7.7,14.5
6/29/15,San Francisco,1.03,15.38,237,8.03,15
6/30/15,San Francisco,1.28,14.29,232,5.21,14.5
7/1/15,San Francisco,0.99,8.33,284,6.7,15.9
7/2/15,San Francisco,0.95,15.38,228,7.59,15.6
7/3/15,San Francisco,0.87,15.38,223,7.99,15.5
7/4/15,San Francisco,0.84,13.33,218,8.99,15.5
7/5/15,San Francisco,0.86,16.67,228,8.54,15.4
7/6/15,San Francisco,0.78,12.5,234,8.12,15.6
7/7/15,San Francisco,0.96,14.29,234,8.77,16
7/8/15,San Francisco,0.97,18.18,246,6.97,16.2
7/9/15,San Francisco,1.03,16.67,249,7.36,16.2
7/10/15,San Francisco,1.04,18.18,239,10.61,16
7/11/15,San Francisco,0.89,16.67,238,9.63,15.8
7/12/15,San Francisco,0.94,15.38,235,8.63,15.9
7/13/15,San Francisco,0.97,15.38,221,7.14,15.5
7/14/15,San Francisco,1.6,13.33,235,5.48,15.1
7/15/15,San Francisco,1.45,7.69,284,6.45,14.8
7/16/15,San Francisco,1.21,9.09,286,6.55,15
7/17/15,San Francisco,1.04,9.88,286,7.21,15.9
7/18/15,San Francisco,1.28,10.53,290,8.33,16.6
7/19/15,San Francisco,1.11,10.53,289,8.52,16.8
7/20/15,San Francisco,1.05,11.76,234,7.08,17.5
7/21/15,San Francisco,1.31,9.88,249,5.71,17.4
7/22/15,San Francisco,1.22,8.33,287,5.99,17.1
7/23/15,San Francisco,1.24,15.38,244,5.81,17.4
7/24/15,San Francisco,1.01,14.29,263,5.19,17.3
7/25/15,San Francisco,0.99,13.33,263,5.6,16.6
7/26/15,San Francisco,1.12,15.38,237,6.53,16.1
7/27/15,San Francisco,1.69,15.38,225,5.94,15.5
7/28/15,San Francisco,1.49,16.67,232,7.14,15.5
7/29/15,San Francisco,1.31,16.67,241,9.07,15.9
7/30/15,San Francisco,1.13,15.38,237,9.27,15.8
7/31/15,San Francisco,1.03,15.38,242,9.64,16.7
8/1/15,San Francisco,0.84,14.29,238,9.52,16.5
8/2/15,San Francisco,0.76,13.33,234,7.27,17.2
8/3/15,San Francisco,0.71,15.38,238,6.23,16.5
8/4/15,San Francisco,0.64,15.38,237,7.86,16.8
8/5/15,San Francisco,0.74,14.29,224,10.08,17
8/6/15,San Francisco,1.3,15.38,228,5.89,17.1
8/7/15,San Francisco,0.87,14.29,221,6.49,17
8/8/15,San Francisco,1.01,15.38,227,8.02,16.8
8/9/15,San Francisco,1.4,14.29,228,5.53,16.9
8/10/15,San Francisco,1.37,14.29,227,6.16,16.1
8/11/15,San Francisco,0.98,14.29,223,6.12,15
8/12/15,San Francisco,0.81,13.33,220,8.08,15.9
8/13/15,San Francisco,0.68,16.67,228,9.43,17.2
8/14/15,San Francisco,0.75,15.38,230,8.23,16.6
8/15/15,San Francisco,1.12,13.33,223,5.68,16.2
8/16/15,San Francisco,1.09,6.67,291,6.22,16
8/17/15,San Francisco,0.97,12.5,231,6.71,17.4
8/18/15,San Francisco,1.04,14.29,223,5.99,16.5
8/19/15,San Francisco,0.97,13.33,220,7.93,16.6
8/20/15,San Francisco,0.88,11.76,216,7.92,17
8/21/15,San Francisco,1.16,13.33,246,7.16,17
8/22/15,San Francisco,1.31,8.33,289,6.59,16.8
8/23/15,San Francisco,0.97,9.09,272,6.77,16.8
8/24/15,San Francisco,0.75,14.29,235,5.64,17
8/25/15,San Francisco,0.9,13.33,255,5.73,17
8/26/15,San Francisco,0.91,12.5,255,6.31,16.8
8/27/15,San Francisco,0.99,13.33,242,6.14,16.1
8/28/15,San Francisco,1.01,15.38,262,6.28,16.1
8/29/15,San Francisco,0.95,16.67,256,10.16,17
8/30/15,San Francisco,1.12,15.38,253,8.45,16.6
8/31/15,San Francisco,1.54,16.67,259,5.83,16.5
9/1/15,San Francisco,1.69,11.76,266,7.94,16.6
9/2/15,San Francisco,1.73,12.5,261,6.35,16.6
9/3/15,San Francisco,1.5,11.11,259,6.14,17.3
9/4/15,San Francisco,1.89,10.53,280,6.6,17.3
9/5/15,San Francisco,1.56,8.33,286,5.87,16.6
9/6/15,San Francisco,1.44,18.18,248,7.48,16.2
9/7/15,San Francisco,1.44,18.18,242,8.89,15.9
9/8/15,San Francisco,1.26,15.38,228,8.2,15.5
9/9/15,San Francisco,1.22,16.67,237,10.08,16.5
9/10/15,San Francisco,1.24,15.38,234,8.33,16.5
9/11/15,San Francisco,1.1,14.29,235,8.16,16
9/12/15,San Francisco,1.29,16.67,234,5.66,15.4
9/13/15,San Francisco,1.1,15.38,221,6.46,14.5
9/14/15,San Francisco,0.99,13.33,220,6.36,14.5
9/15/15,San Francisco,1.02,11.76,213,6.35,14.5
9/16/15,San Francisco,1.02,11.76,213,6.35,14.5
9/17/15,San Francisco,1.02,11.76,213,6.35,14.5
9/18/15,San Francisco,1.02,11.76,213,6.35,14.5
9/19/15,San Francisco,,,,,
9/20/15,San Francisco,,,,,
9/21/15,San Francisco,,,,,
9/22/15,San Francisco,,,,,
9/23/15,San Francisco,,,,,
9/24/15,San Francisco,,,,,
9/25/15,San Francisco,,,,,
9/26/15,San Francisco,,,,,
9/27/15,San Francisco,,,,,
9/28/15,San Francisco,,,,,
9/29/15,San Francisco,,,,,
9/30/15,San Francisco,,,,,
10/1/15,San Francisco,,,,,
10/2/15,San Francisco,,,,,
10/3/15,San Francisco,,,,,
10/4/15,San Francisco,,,,,
10/5/15,San Francisco,,,,,
10/6/15,San Francisco,,,,,
10/7/15,San Francisco,,,,,
10/8/15,San Francisco,,,,,
10/9/15,San Francisco,,,,,
10/10/15,San Francisco,,,,,
10/11/15,San Francisco,,,,,
10/12/15,San Francisco,,,,,
10/13/15,San Francisco,,,,,
10/14/15,San Francisco,,,,,
10/15/15,San Francisco,,,,,
10/16/15,San Francisco,,,,,
10/17/15,San Francisco,,,,,
10/18/15,San Francisco,,,,,
10/19/15,San Francisco,,,,,
10/20/15,San Francisco,,,,,
10/21/15,San Francisco,,,,,
10/22/15,San Francisco,,,,,
10/23/15,San Francisco,,,,,
10/24/15,San Francisco,,,,,
10/25/15,San Francisco,,,,,
10/26/15,San Francisco,,,,,
10/27/15,San Francisco,,,,,
10/28/15,San Francisco,,,,,
10/29/15,San Francisco,,,,,
10/30/15,San Francisco,,,,,
10/31/15,San Francisco,,,,,
11/1/15,San Francisco,,,,,
11/2/15,San Francisco,,,,,
11/3/15,San Francisco,,,,,
11/4/15,San Francisco,,,,,
11/5/15,San Francisco,,,,,
11/6/15,San Francisco,,,,,
11/7/15,San Francisco,,,,,
11/8/15,San Francisco,,,,,
11/9/15,San Francisco,,,,,
11/10/15,San Francisco,,,,,
11/11/15,San Francisco,,,,,
11/12/15,San Francisco,,,,,
11/13/15,San Francisco,,,,,
11/14/15,San Francisco,,,,,
11/15/15,San Francisco,,,,,
11/16/15,San Francisco,,,,,
11/17/15,San Francisco,,,,,
11/18/15,San Francisco,,,,,
11/19/15,San Francisco,,,,,
11/20/15,San Francisco,,,,,
11/21/15,San Francisco,,,,,
11/22/15,San Francisco,,,,,
11/23/15,San Francisco,,,,,
11/24/15,San Francisco,,,,,
11/25/15,San Francisco,,,,,
11/26/15,San Francisco,,,,,
11/27/15,San Francisco,,,,,
11/28/15,San Francisco,,,,,
11/29/15,San Francisco,,,,,
11/30/15,San Francisco,,,,,
12/1/15,San Francisco,,,,,
12/2/15,San Francisco,1.45,11.76,275,8.09,12.1
12/3/15,San Francisco,1.46,18.18,277,9.82,12
12/4/15,San Francisco,3.57,15.38,265,9.81,12.2
12/5/15,San Francisco,3.38,14.29,269,11.27,12.3
12/6/15,San Francisco,2.11,13.33,272,8.24,12.4
12/7/15,San Francisco,4.4,15.38,266,12.31,13
12/8/15,San Francisco,2.93,14.29,272,10.99,12.9
12/9/15,San Francisco,2.06,11.76,273,9.76,12.6
12/10/15,San Francisco,2.23,13.33,279,8.6,13.1
12/11/15,San Francisco,6.14,15.38,269,12.28,13.2
12/12/15,San Francisco,5.26,16.67,272,11.5,13.7
12/13/15,San Francisco,2.75,15.38,268,9.72,13.2
12/14/15,San Francisco,3.54,14.29,282,8.46,13.1
12/15/15,San Francisco,2.02,11.76,283,7.66,13
12/16/15,San Francisco,1.79,9.88,280,8.08,12.5
12/17/15,San Francisco,2.1,18.18,268,12.02,12.5
12/18/15,San Francisco,1.67,15.38,266,10.82,12.5
12/19/15,San Francisco,1.99,9.88,269,7.92,12.6
12/20/15,San Francisco,2.83,13.33,280,9.9,12.6
12/21/15,San Francisco,2.27,12.5,275,7.44,12.5
12/22/15,San Francisco,2.63,12.5,273,7.48,13.1
12/23/15,San Francisco,3.48,11.76,277,8.51,13.1
12/24/15,San Francisco,3.32,16.67,275,10.61,12.7
12/25/15,San Francisco,2.74,14.29,279,9.5,12.2
12/26/15,San Francisco,1.75,11.76,283,8.15,12.1
12/27/15,San Francisco,1.09,11.11,287,8.59,11.9
12/28/15,San Francisco,0.67,13.33,258,5.73,12.1
12/29/15,San Francisco,2.55,15.38,272,9.36,11.8
12/30/15,San Francisco,1.86,14.29,275,8.7,11.8
12/31/15,San Francisco,1.2,12.5,282,8.39,11.7
1/1/16,San Francisco,1,14.29,261,9.75,11.5
1/2/16,San Francisco,1.28,14.29,272,7.75,11.5
1/3/16,San Francisco,1.87,18.18,266,7.89,11.4
1/4/16,San Francisco,2.55,14.29,263,8.51,11.2
1/5/16,San Francisco,3.25,14.29,265,7.81,11.9
1/6/16,San Francisco,4.19,18.18,273,11.21,12
1/7/16,San Francisco,4.04,13.33,263,10.67,12
1/8/16,San Francisco,4.17,15.38,269,11.37,11.6
1/9/16,San Francisco,1.81,11.76,268,8.48,12.1
1/10/16,San Francisco,2.08,11.76,270,9.29,11.9
1/11/16,San Francisco,1.59,14.29,270,10.11,11.9
1/12/16,San Francisco,3.31,18.18,266,11.98,11.8
1/13/16,San Francisco,2.51,15.38,259,6.97,12
1/14/16,San Francisco,2.64,11.76,268,8.67,11.8
1/15/16,San Francisco,2.2,14.29,269,7.21,12.1
1/16/16,San Francisco,1.66,12.5,268,8.44,12.1
1/17/16,San Francisco,4.49,18.18,265,13.41,12.5
1/18/16,San Francisco,4.45,15.38,270,11.26,12.3
1/19/16,San Francisco,2.95,14.29,269,10.98,12.5
1/20/16,San Francisco,3.13,14.29,266,10.06,12.4
1/21/16,San Francisco,1.66,13.33,273,9.16,13.2
1/22/16,San Francisco,3.33,16.67,277,8.89,13.5
1/23/16,San Francisco,2.9,15.38,276,8.29,13.9
1/24/16,San Francisco,2.96,13.33,279,8.31,13.2
1/25/16,San Francisco,1.6,11.76,275,8.36,12.9
1/26/16,San Francisco,1.51,10.53,275,8.52,13
1/27/16,San Francisco,2.52,18.18,268,11.9,13
1/28/16,San Francisco,1.92,15.38,266,10.56,12.5
1/29/16,San Francisco,5.41,18.18,261,13.47,13.2
1/30/16,San Francisco,3.08,16.67,270,10.89,13.1
1/31/16,San Francisco,2.22,14.29,279,9.26,13.1
2/1/16,San Francisco,2.8,12.5,284,7.7,13.2
2/2/16,San Francisco,1.75,13.33,277,7.19,12.7
2/3/16,San Francisco,1.36,13.33,270,6.72,12.7
2/4/16,San Francisco,1.88,20,269,12.47,12.6
2/5/16,San Francisco,3,16.67,270,12.66,12.5
2/6/16,San Francisco,1.81,14.29,280,10.42,12.4
2/7/16,San Francisco,1.83,11.11,279,10.1,12.6
2/8/16,San Francisco,1.38,12.5,270,5.94,12.9
2/9/16,San Francisco,1.76,15.38,272,12.37,12.8
2/10/16,San Francisco,1.2,12.5,279,10.82,12.9
2/11/16,San Francisco,1.27,11.76,262,9.34,12.9
2/12/16,San Francisco,3.08,18.18,268,13.14,13.1
2/13/16,San Francisco,3.17,15.38,272,10.59,13
2/14/16,San Francisco,2.99,13.33,276,9,13
2/15/16,San Francisco,2.12,13.33,265,8.19,13.1
2/16/16,San Francisco,1.48,9.88,272,7.13,13
2/17/16,San Francisco,1.47,16.67,258,7.38,13.3
2/18/16,San Francisco,1.83,13.33,268,5.97,12.9
2/19/16,San Francisco,3.96,15.38,269,10.88,12.9
2/20/16,San Francisco,2.71,11.76,279,9.23,12.5
2/21/16,San Francisco,2.46,12.5,282,9.67,12.9
2/22/16,San Francisco,1.51,14.29,272,8.12,13.2
2/23/16,San Francisco,1.8,14.29,270,10.59,13.5
2/24/16,San Francisco,0.81,14.29,263,10.24,13
2/25/16,San Francisco,3.44,15.38,263,12.77,13.4
2/26/16,San Francisco,2.1,14.29,270,10.48,13.6
2/27/16,San Francisco,2.64,18.18,270,13.13,13.7
2/28/16,San Francisco,2.6,16.67,273,11.31,13.6
2/29/16,San Francisco,2.41,14.29,270,10.56,13.8
3/1/16,San Francisco,2.67,13.33,269,11.41,13.9
3/2/16,San Francisco,2.01,13.33,266,10.32,13.8
3/3/16,San Francisco,1.6,14.29,266,7.66,14.1
3/4/16,San Francisco,2.97,15.38,269,11.11,13.8
3/5/16,San Francisco,3,14.29,268,9.01,13.8
3/6/16,San Francisco,3.53,14.29,269,8.25,13.8
3/7/16,San Francisco,3.87,13.33,273,8.94,13.7
3/8/16,San Francisco,3.64,14.29,262,8.41,13.5
3/9/16,San Francisco,1.77,14.29,256,9.6,13.6
3/10/16,San Francisco,2.39,14.29,259,9.37,13.5
3/11/16,San Francisco,2.64,11.76,266,9.37,13.6
3/12/16,San Francisco,3.13,12.5,269,8.1,13.5
3/13/16,San Francisco,2.73,11.76,269,8.24,13.6
3/14/16,San Francisco,3.73,16.67,272,10.19,13.7
3/15/16,San Francisco,2.7,13.33,273,9,13.6
3/16/16,San Francisco,2.23,14.29,279,8.73,13.7
3/17/16,San Francisco,1.38,12.5,272,8.4,13.7
3/18/16,San Francisco,1.09,10.53,280,6.22,13.6
3/19/16,San Francisco,0.9,15.38,259,8.24,13.7
3/20/16,San Francisco,1.99,14.29,265,10.34,14
3/21/16,San Francisco,1.88,20,277,9.28,13.9
3/22/16,San Francisco,3.2,15.38,269,9.55,13.8
3/23/16,San Francisco,2.49,12.5,275,8.88,14.1
3/24/16,San Francisco,1.9,11.76,277,6.81,13.7
3/25/16,San Francisco,2.71,15.38,276,8.93,13.6
3/26/16,San Francisco,2.74,14.29,277,7.76,12.8
3/27/16,San Francisco,1.75,11.76,286,4.95,12.7
3/28/16,San Francisco,2.24,9.09,284,5.73,11.2
3/29/16,San Francisco,2.58,9.88,284,8.09,12.6
3/30/16,San Francisco,1.61,11.76,272,7.35,12.4
3/31/16,San Francisco,1.61,11.76,272,7.35,12.4
4/1/16,San Francisco,1.61,11.76,272,7.35,12.4
4/2/16,San Francisco,1.61,11.76,272,7.35,12.4
4/3/16,San Francisco,,,,,
4/4/16,San Francisco,,,,,
4/5/16,San Francisco,,,,,
4/6/16,San Francisco,,,,,
4/7/16,San Francisco,,,,,
4/8/16,San Francisco,,,,,
4/9/16,San Francisco,,,,,
4/10/16,San Francisco,,,,,
4/11/16,San Francisco,,,,,
4/12/16,San Francisco,,,,,
4/13/16,San Francisco,,,,,
4/14/16,San Francisco,,,,,
4/15/16,San Francisco,,,,,
4/16/16,San Francisco,,,,,
4/17/16,San Francisco,,,,,
4/18/16,San Francisco,,,,,
4/19/16,San Francisco,,,,,
4/20/16,San Francisco,1.32,14.29,210,9,13.6
4/21/16,San Francisco,1.39,13.33,227,9.99,13
4/22/16,San Francisco,1.6,16.67,277,7.9,13
4/23/16,San Francisco,2.56,9.88,272,7.97,13.4
4/24/16,San Francisco,2.28,13.33,279,7.71,13.6
4/25/16,San Francisco,2.7,9.09,290,6.66,10
4/26/16,San Francisco,2.63,9.88,291,7.81,9.2
4/27/16,San Francisco,1.4,10.53,283,6.07,10.4
4/28/16,San Francisco,2.64,9.88,284,6.86,9.9
4/29/16,San Francisco,2.7,14.29,276,8.41,9.4
